Date,Product,Category,Region,Sales,Profit,Quantity
11-03-2030,T-Shirts,Clothing,West,56207.03,12610.02,12
17-03-2030,Sneakers,Clothing,North,8284.16,1335.11,3
19-03-2030,Sneakers,Clothing,West,66689.43,18924.73,14
27-03-2030,Dresses,Clothing,West,28937.73,8781.27,10
02-04-2030,Jeans,Clothing,North,18201.82,5236.2,6
03-04-2030,Tablets,Electronics,East,571123.97,216997.44,11
06-04-2030,Bookshelves,Furniture,West,177767.01,68162.49,8
08-04-2030,Jeans,Clothing,East,21707.84,6919.54,6
09-04-2030,Clocks,Home Decor,South,18802.35,4306.06,9
10-04-2030,Sneakers,Clothing,East,25280.34,10297.19,6
12-04-2030,Desks,Furniture,South,331632.62,75418.51,14
18-04-2030,Bookshelves,Furniture,West,94554.02,30907.84,4
22-04-2030,Sneakers,Clothing,North,8841.32,1914.36,2
23-04-2030,Laptops,Electronics,West,498808.3,87279.16,9
24-04-2030,Desks,Furniture,East,301028.59,117922.79,14
26-04-2030,Sofas,Furniture,South,65871.84,25626.2,3
28-04-2030,Jackets,Clothing,South,66287.19,24837.04,14
28-04-2030,Smartphones,Electronics,West,154260.52,64421.89,3
28-04-2030,Vases,Home Decor,South,39602.41,6582.25,11
29-04-2030,Lamps,Furniture,East,35735.25,14515.01,2
01-05-2030,Bookshelves,Furniture,North,60449.82,10725.04,4
02-05-2030,T-Shirts,Clothing,North,52877.65,22197.69,11
03-05-2030,Vases,Home Decor,East,14936.87,2505.64,6
03-05-2030,Rug,Home Decor,West,6079.84,923.96,2
04-05-2030,Headphones,Electronics,North,570353.77,185077.72,14
05-05-2030,Lamps,Furniture,West,130653.63,40389.3,8
09-05-2030,T-Shirts,Clothing,West,43377.78,9515.55,13
14-05-2030,Scented Candles,Home Decor,South,28654.66,7240.98,8
17-05-2030,Sofas,Furniture,South,252600.71,39591.07,11
22-05-2030,Office Chairs,Furniture,North,61060.28,14504.47,4
27-05-2030,Desks,Furniture,West,149383.15,48518.73,10
30-05-2030,Office Chairs,Furniture,East,276413.27,50988.74,14
02-06-2030,Sofas,Furniture,South,273037.64,49437.88,12
03-06-2030,Wall Art,Home Decor,North,26581.63,4081.75,9
04-06-2030,Rug,Home Decor,East,20859.22,8327.4,6
08-06-2030,Tablets,Electronics,South,240620.48,68937.11,4
08-06-2030,Jeans,Clothing,West,5879.94,1745.18,2
11-06-2030,T-Shirts,Clothing,North,8222.48,3297.3,2
14-06-2030,Monitors,Electronics,South,157097.28,68188.8,3
17-06-2030,T-Shirts,Clothing,South,34606.96,5759.8,7
17-06-2030,Monitors,Electronics,West,295951.79,117376.53,6
18-06-2030,Smartphones,Electronics,North,578926.5,230374.02,14
20-06-2030,Laptops,Electronics,West,86818.71,25036.13,2
22-06-2030,Monitors,Electronics,North,206140.91,87873.49,4
23-06-2030,Dresses,Clothing,North,62371.27,23065.97,14
27-06-2030,Wall Art,Home Decor,East,23381.26,9358.94,8
28-06-2030,Scented Candles,Home Decor,North,31654.0,8958.55,12
28-06-2030,Dresses,Clothing,West,35682.72,6575.24,10
29-06-2030,Lamps,Furniture,West,102857.71,38968.86,6
03-07-2030,Vases,Home Decor,East,6707.84,2106.02,3
03-07-2030,Rug,Home Decor,West,45646.98,17970.43,14
04-07-2030,Office Chairs,Furniture,East,18248.78,4349.87,1
07-07-2030,Smartphones,Electronics,South,307505.37,87003.47,5
09-07-2030,Bookshelves,Furniture,North,41570.17,12907.17,3
09-07-2030,Smartphones,Electronics,West,204142.88,37128.47,4
10-07-2030,Jeans,Clothing,West,2865.76,629.86,1
10-07-2030,Lamps,Furniture,North,101890.49,21016.24,5
11-07-2030,Laptops,Electronics,South,732235.93,195209.52,15
20-07-2030,Jackets,Clothing,East,23567.7,4458.5,6
22-07-2030,Monitors,Electronics,North,278585.17,110594.09,5
03-08-2030,Sofas,Furniture,East,168326.75,54353.67,7
04-08-2030,Wall Art,Home Decor,South,14746.45,6315.93,5
04-08-2030,Sneakers,Clothing,North,17054.63,6398.4,6
06-08-2030,Monitors,Electronics,North,543336.35,218228.24,9
10-08-2030,Headphones,Electronics,East,233329.32,51493.84,7
12-08-2030,T-Shirts,Clothing,West,61327.06,17224.68,14
12-08-2030,Bookshelves,Furniture,North,115958.91,31864.65,8
13-08-2030,Sofas,Furniture,North,287643.84,115776.88,14
14-08-2030,T-Shirts,Clothing,North,22368.52,3865.4,7
20-08-2030,Sneakers,Clothing,East,8149.71,2682.35,3
20-08-2030,Scented Candles,Home Decor,South,37342.81,10909.85,14
22-08-2030,Vases,Home Decor,South,39597.07,16310.06,13
23-08-2030,Jackets,Clothing,North,50035.42,11373.45,13
28-08-2030,Vases,Home Decor,North,8464.32,2830.68,3
28-08-2030,Scented Candles,Home Decor,South,25327.64,4614.63,8
02-09-2030,Rug,Home Decor,West,22608.45,6401.71,7
07-09-2030,Clocks,Home Decor,North,47839.61,17245.71,13
07-09-2030,T-Shirts,Clothing,North,37736.04,10144.01,11
08-09-2030,Sofas,Furniture,West,159423.18,27683.7,7
11-09-2030,Desks,Furniture,East,197043.6,85920.85,13
11-09-2030,T-Shirts,Clothing,East,40198.13,13107.86,12
11-09-2030,Headphones,Electronics,South,441437.12,87702.15,10
11-09-2030,Tablets,Electronics,West,51666.24,22955.92,1
22-09-2030,Wall Art,Home Decor,West,8659.77,2485.7,3
24-09-2030,T-Shirts,Clothing,West,25368.7,9803.31,7
30-09-2030,Wall Art,Home Decor,North,5217.75,928.34,2
30-09-2030,Dresses,Clothing,East,52420.4,16568.75,12
03-10-2030,Office Chairs,Furniture,South,284759.96,109459.9,14
06-10-2030,Desks,Furniture,North,220255.43,68964.99,10
07-10-2030,Smartphones,Electronics,East,382067.88,73535.48,9
18-10-2030,Sneakers,Clothing,South,32392.6,12800.62,9
18-10-2030,Jackets,Clothing,East,21650.39,3692.24,7
19-10-2030,Sneakers,Clothing,East,19812.05,6346.8,5
22-10-2030,Laptops,Electronics,North,373180.9,148872.85,9
23-10-2030,Wall Art,Home Decor,South,52059.75,14937.95,15
24-10-2030,Jeans,Clothing,North,52640.54,16041.89,13
26-10-2030,Lamps,Furniture,East,130625.56,46224.03,7
02-11-2030,Wall Art,Home Decor,South,36101.12,6400.1,12
05-11-2030,Scented Candles,Home Decor,West,5511.45,1978.77,2
06-11-2030,Vases,Home Decor,East,17016.43,4011.09,8
06-11-2030,Sneakers,Clothing,North,4976.72,2011.54,1
13-11-2030,Bookshelves,Furniture,West,75717.71,23808.8,5
13-11-2030,Jeans,Clothing,East,4386.13,813.97,1
16-11-2030,Clocks,Home Decor,South,20658.77,3370.93,7
18-11-2030,Vases,Home Decor,South,2989.99,1076.86,1
18-11-2030,Desks,Furniture,North,111530.45,27550.64,5
19-11-2030,T-Shirts,Clothing,South,15923.35,3245.7,5
22-11-2030,Monitors,Electronics,North,371783.66,153669.37,8
22-11-2030,T-Shirts,Clothing,West,5342.76,1825.31,2
23-11-2030,Jeans,Clothing,West,39155.63,11720.15,9
24-11-2030,Rug,Home Decor,North,11060.57,3790.47,3
24-11-2030,Tablets,Electronics,West,531291.44,210207.28,15
27-11-2030,Jackets,Clothing,East,46519.03,12184.05,13
07-12-2030,Tablets,Electronics,East,356208.55,87252.06,7
09-12-2030,Dresses,Clothing,East,3823.15,1373.88,1
12-12-2030,Rug,Home Decor,East,22219.96,8594.78,10
13-12-2030,Monitors,Electronics,East,270126.39,115811.18,8
16-12-2030,Office Chairs,Furniture,North,216150.0,71007.55,14
25-12-2030,Laptops,Electronics,South,566361.35,121174.45,11
26-12-2030,Tablets,Electronics,South,113626.64,48394.35,2
